Time (ms), PV cell voltage (mV), Biosensor current (nA)
2092864,493.375,1184.375,
2093093,490.25,1176.375,
2093280,489.875,1184.5,
2093473,493.125,1187.5,
2093703,491.5,1177.875,
2093889,489.375,1179.875,
2094083,492.875,1186.125,
2094311,493,1179.625,
2094489,489.5,1177.75,
2094692,491.875,1186.75,
2094921,493.25,1184.25,
2095109,490,1176.5,
2095301,490.125,1184.75,
2095529,493.25,1187,
2095718,491.25,1178.25,
2095910,489.5,1181.125,
2096138,492.875,1186.375,
2096328,492.875,1179.125,
2096520,489.5,1177.25,
2096723,491.875,1186.625,
2096936,493.25,1185,
2097129,490.125,1176.875,
2097332,490.125,1184,
2097543,493.125,1186.375,
2097739,491.375,1177.875,
2097964,489.375,1181.125,
2098156,492.875,1186.625,
2098348,493,1178.875,
2098550,489.625,1176.5,
2098754,491.75,1186,
2098970,493.25,1185.25,
2099159,490.125,1177.125,
2099363,489.875,1183.75,
2099566,493.25,1185.875,
2099768,491.75,1177.5,
2099973,489.5,1180,
2100185,492.75,1186.75,
2100378,493.125,1179.5,
2100581,489.75,1175.875,
2100785,491.25,1185,
2101001,493.25,1185.375,
2101191,490.375,1177.25,
2101394,489.75,1183.5,
2101620,493.125,1185.875,
2101811,492.25,1176.875,
2102003,489.5,1178,
2102206,492.625,1186.375,
2102421,493.25,1180.75,
2102612,489.625,1175.875,
2102815,491,1184.375,
2103027,493.25,1184.75,
2103221,490.625,1176.625,
2103424,489.625,1182.5,
2103637,493,1185.875,
2103830,492.5,1177.375,
2104034,489.5,1176.25,
2104248,492.25,1185.5,
2104440,493.375,1182.625,
2104643,489.75,1176.125,
2104858,490.375,1184.25,
2105049,493.25,1185,
2105253,491.125,1176.5,
2105466,489.5,1180.25,
2105658,492.875,1186.25,
2105861,493,1178.5,
2106074,489.625,1176,
2106266,491.875,1184.5,
2106471,493.25,1183.75,
2106685,490.125,1176.375,
2106876,490,1184.375,
2107080,493.25,1185.75,
2107283,491.375,1176,
2107496,489.5,1179.125,
2107688,492.875,1186,
2107892,493,1179.75,
2108095,489.5,1176,
2108299,491.375,1184.625,
2108501,493.25,1183.625,
2108707,490.25,1175.875,
2108907,489.75,1183.625,
2109111,493,1186.375,
2109313,492,1176.625,
2109529,489.5,1177.375,
2109721,492.625,1185.125,
2109937,493.125,1179.875,
2110125,489.75,1176.625,
2110329,491,1185,
2110531,493.25,1184,
2110747,490.375,1175.5,
2110937,489.625,1182.625,
2111141,493.125,1186.25,
2111358,492.375,1177.75,
2111547,489.5,1177.25,
2111750,492.5,1184.75,
2111965,493.25,1180.375,
2112157,489.75,1176.125,
2112360,490.75,1185.25,
2112580,493.25,1185.125,
2112766,490.5,1175.875,
2112968,489.5,1181.5,
2113184,493,1185.75,
2113375,492.625,1178,
2113577,489.5,1177.625,
2113794,492.25,1185.125,
2113984,493.375,1181.25,
2114186,489.875,1175.5,
2114390,490.5,1184.25,
2114609,493.125,1185.875,
2114796,490.75,1176.75,
2114999,489.5,1180.625,
2115215,493,1185.125,
2115405,492.875,1178.125,
2115608,489.625,1177,
2115826,492,1186,
2116015,493.375,1183.125,
2116217,490,1175.375,
2116435,490.125,1183.5,
2116623,493.125,1185.875,
2116827,491.25,1177.375,
2117046,489.375,1179.5,
2117234,492.875,1185.375,
2117435,493.125,1178.125,
2117651,489.625,1176,
2117843,491.75,1185.625,
2118045,493.25,1184.625,
2118260,490.25,1176,
2118451,489.875,1182.5,
2118654,493.25,1185,
2118871,492,1177.125,
2119060,489.5,1178.75,
2119264,492.75,1185.875,
2119480,493.25,1179.25,
2119671,489.75,1175,
2119873,491.25,1184.125,
2120090,493.25,1184.75,
2120279,490.5,1176.625,
2120482,489.625,1182.125,
2120703,493.125,1184.875,
2120887,492.5,1176.75,
2121091,489.5,1176.875,
2121310,492.375,1185.5,
2121501,493.25,1182.25,
2121700,490,1175.5,
2121920,490.25,1183.25,
2122108,493.25,1185,
2122309,491.125,1176.5,
2122529,489.5,1179.375,
2122715,492.75,1185.375,
2122919,493.125,1178,
2123136,489.625,1175,
2123324,491.75,1184.5,
2123528,493.375,1184.125,
2123747,490.125,1176.125,
2123934,489.875,1182.875,
2124137,493.125,1185,
2124363,492,1176.375,
2124543,489.375,1177.75,
2124761,492.5,1185.875,
2124951,493.25,1180.375,
2125152,489.75,1175.625,
2125373,490.875,1184,
2125574,493.25,1184.875,
2125763,490.625,1176.625,
2125965,489.625,1182.5,
2126167,493,1185.375,
2126370,492.375,1177.125,
2126593,489.5,1176.375,
2126777,492.25,1185.375,
2126980,493.25,1182.5,
2127199,489.875,1176,
2127389,490.375,1184.125,
2127589,493.25,1184.625,
2127813,490.875,1176,
2127995,489.375,1180.875,
2128198,493,1186.375,
2128401,492.875,1178.25,
2128624,489.625,1175.875,
2128810,492,1184.5,
2129010,493.375,1183.5,
2129231,490.125,1176.75,
2129419,489.875,1183.875,
2129619,493.125,1185.75,
2129842,492,1176.5,
2130029,489.5,1177.75,
2130228,492.625,1186.25,
2130453,493.25,1181.625,
2130637,489.75,1176.375,
2130838,490.625,1184.375,
2131061,493.25,1184.875,
2131247,490.75,1176.875,
2131447,489.5,1182,
2131668,493,1186.5,
2131854,492.75,1178.375,
2132056,489.625,1176.125,
2132276,492,1185.375,
2132466,493.25,1184.125,
2132666,490,1176.875,
2132887,489.875,1184,
2133075,493.125,1185.75,
2133275,491.75,1176.625,
2133498,489.5,1179.25,
2133684,492.75,1186.5,
2133884,493,1180,
2134106,489.625,1176.25,
2134293,491.125,1184.875,
2134493,493.25,1184.625,
2134716,490.375,1176.75,
2134904,489.625,1183.75,
2135102,493,1186.625,
2135325,492.375,1177.25,
2135513,489.5,1177.25,
2135711,492.375,1185.75,
2135937,493.25,1183,
2136123,489.875,1177,
2136320,490.375,1184.75,
2136542,493.125,1185.375,
2136732,491,1176.5,
2136930,489.5,1181,
2137153,492.75,1187,
2137342,492.875,1179.625,
2137539,489.5,1176.875,
2137742,491.875,1185.125,
2137966,493.375,1184.375,
2138157,490.125,1177.375,
2138352,490,1184.875,
2138554,493.125,1186.875,
2138758,491.875,1177.25,
2138980,489.5,1178.875,
2139169,492.75,1186.875,
2139367,493.125,1181.625,
2139594,489.75,1177.5,
2139779,491.25,1185.75,
2139976,493.25,1185.375,
2140199,490.5,1177.25,
2140389,489.625,1184.25,
2140585,493.125,1187.875,
2140808,492.375,1178.5,
2141000,489.5,1178.5,
2141194,492.5,1186.5,
2141419,493.25,1183,
2141606,489.875,1177.875,
2141803,490.5,1186,
2142028,493.25,1186.625,
2142212,491.25,1177.25,
2142412,489.5,1180.25,
2142637,492.875,1187,
2142825,493,1180.75,
2143021,489.75,1177.125,
2143247,491.375,1185.375,
2143433,493.25,1185.25,
2143631,490.5,1177.375,
2143855,489.625,1184,
2144043,493,1187.375,
2144240,492.625,1178.625,
2144467,489.5,1177.125,
2144654,492.25,1186.25,
2144849,493.25,1184.5,
2145073,490,1177.625,
2145262,490,1184.875,
2145458,493.25,1186.625,
2145662,491.75,1177.375,
2145865,489.375,1179.75,
2146077,492.75,1187.5,
2146271,493.125,1181,
2146498,489.75,1177.375,
2146684,491.375,1185.5,
2146880,493.25,1185.5,
2147106,490.375,1177.75,
2147299,489.75,1185,
2147511,493,1187.25,
2147692,492.25,1177.875,
2147897,489.375,1178.75,
2148099,492.625,1186.875,
2148323,493.25,1182,
2148516,489.75,1177.75,
2148713,490.875,1186,
2148910,493.375,1185.125,
2149114,490.375,1177.125,
2149338,489.625,1184.125,
2149527,493,1187.875,
2149722,492.375,1179,
2149926,489.5,1178.5,
2150135,492.375,1186.625,
2150332,493.25,1182.5,
2150561,489.75,1178.125,
2150744,490.625,1186.5,
2150941,493.25,1186.75,
2151168,490.625,1177.5,
2151362,489.5,1183,
2151560,492.875,1187.75,
2151754,492.75,1180.25,
2151981,489.5,1178.75,
2152168,492.125,1186.875,
2152372,493.375,1183.75,
2152566,490,1177.875,
2152793,490.25,1186.25,
2152979,493.125,1187.625,
2153176,491.25,1178.125,
2153378,489.5,1181.25,
2153581,492.875,1186.875,
2153795,492.875,1180,
2153987,489.625,1178.5,
2154213,492,1186.875,
2154404,493.25,1184.5,
2154596,490.125,1176.375,
2154800,489.875,1184.875,
2155015,493.125,1187.875,
2155206,491.75,1179,
2155410,489.5,1180.125,
2155622,492.75,1186.5,
2155815,493.125,1180.375,
2156019,489.625,1177.75,
2156231,491.375,1187.25,
2156424,493.25,1185.875,
2156627,490.25,1177.25,
2156841,489.75,1184,
2157033,493.125,1187.375,
2157236,492.25,1179.25,
2157448,489.5,1179.875,
2157644,492.5,1187.125,
2157846,493.25,1181.875,
2158048,489.875,1177.375,
2158252,490.5,1186.375,
2158466,493.25,1187.375,
2158657,490.625,1178.125,
2158861,489.5,1183,
2159074,493,1187,
2159268,492.5,1179.375,
2159469,489.5,1179.125,
2159686,492.125,1187.5,
2159877,493.25,1184.125,
2160079,490,1177.25,
2160293,490.125,1185.375,
2160485,493.125,1187.75,
2160689,491.25,1178.875,
2160909,489.375,1181.25,
2161107,492.75,1186.875,
2161298,493.125,1179.75,
2161501,489.625,1177.75,
2161715,491.75,1187,
2161906,493.25,1185.75,
2162110,490.125,1177.375,
2162328,489.875,1184.125,
2162515,493.125,1187,
2162719,492,1178.75,
2162938,489.5,1180.125,
2163125,492.625,1187.25,
2163328,493.25,1180.25,
2163543,489.75,1176.625,
2163735,491.125,1186.125,
2163937,493.375,1186.875,
2164155,490.5,1178.125,
2164348,489.625,1183.375,
2164546,493,1186.5,
2164750,492.5,1178.625,
2164952,489.625,1179,
2165171,492.375,1187.375,
2165358,493.25,1183.25,
2165562,489.875,1176.875,
2165779,490.5,1184.75,
2165969,493.25,1187,
2166171,491,1178.25,
2166388,489.375,1181.625,
2166578,492.875,1186.625,
2166780,492.875,1178.25,
2166999,489.625,1177.25,
2167186,492.125,1186.75,
2167389,493.375,1184.75,
2167592,490.125,1176.875,
2167811,490,1184.125,
2167998,493.25,1186.25,
2168201,491.625,1177.625,
2168421,489.5,1180.375,
2168609,492.75,1186.875,
2168810,493,1179.125,
2169026,489.625,1176.25,
2169217,491.875,1185.875,
2169419,493.375,1184.375,
2169637,490,1177.125,
2169826,489.875,1184.25,
2170029,493.25,1185.875,
2170246,491.5,1176.875,
2170435,489.5,1180.25,
2170638,492.875,1187.125,
2170854,492.875,1179.625,
2171047,489.625,1176.5,
2171247,491.875,1185,
2171465,493.375,1183.875,
2171659,490.125,1177,
2171869,490,1184.625,
2172063,493.25,1186.125,
2172263,491.5,1176.5,
2172484,489.5,1179.125,
2172668,492.875,1186.25,
2172871,493,1179.75,
2173092,489.625,1176.5,
2173295,491.5,1184.75,
2173488,493.25,1183.875,
2173690,490.25,1176.125,
2173891,489.75,1183.25,
2174090,493,1186.625,
2174293,492.5,1177.5,
2174512,489.5,1176.625,
2174705,492.375,1185.5,
2174905,493.25,1182.25,
2175106,489.875,1177,
2175329,490.5,1184.875,
2175527,493.125,1184.875,
2175715,490.875,1176.125,
2175918,489.625,1182.125,
2176120,492.875,1186.875,
2176338,492.625,1178.5,
2176527,489.625,1177,
2176730,492.375,1185.125,
2176938,493.25,1182.625,
2177135,489.875,1176.875,
2177358,490.25,1185.125,
2177547,493.125,1185.875,
2177745,491.125,1176.125,
2177963,489.5,1179.625,
2178152,492.875,1186.375,
2178354,493,1179.5,
2178575,489.5,1176.75,
2178760,491.875,1184.875,
2178963,493.375,1183.125,
2179182,490.125,1176.25,
2179370,490,1184.375,
2179572,493.125,1186.25,
2179796,491.75,1176.625,
2179983,489.5,1177.875,
2180182,492.75,1185.5,
2180385,493.125,1180,
2180605,489.625,1176.625,
2180795,491.125,1184.875,
2180994,493.25,1184.25,
2181215,490.375,1175.75,
2181406,489.625,1182.625,
2181604,493,1186.625,
2181825,492.375,1177.875,
2182013,489.5,1176.625,
2182213,492.25,1184.875,
2182431,493.25,1182.25,
2182622,489.875,1176.375,
2182822,490.25,1184.625,
2183043,493.25,1185.25,
2183232,491.125,1176,
2183431,489.5,1179,
2183659,492.75,1186,
2183860,493,1179.125,
2184044,489.5,1176.125,
2184243,491.75,1184.5,
2184447,493.375,1183.125,
2184671,490.25,1175.875,
2184856,489.75,1183.625,
2185056,493.125,1186,
2185279,492,1176.375,
2185468,489.5,1177,
2185664,492.625,1185.25,
2185868,493.25,1180.5,
2186091,489.75,1176.25,
2186278,490.875,1184.25,
2186476,493.25,1184.25,
2186700,490.75,1175.5,
2186886,489.5,1181.625,
2187087,493,1186.25,
2187310,492.75,1177.5,
2187497,489.625,1175.875,
2187696,492.125,1184.375,
2187917,493.25,1183.125,
2188105,490.125,1176.125,
2188305,489.875,1183.125,
2188549,493.125,1185.125,
2188713,492,1175.875,
2188914,489.5,1178,
2189136,492.75,1185.625,
2189326,493.25,1179.625,
2189524,489.75,1175.25,
2189746,490.625,1183.25,
2189933,493.25,1184.375,
2190132,490.75,1176.125,
2190357,489.5,1181.25,
2190542,493,1185.375,
2190742,492.875,1177.375,
2190964,489.625,1175.375,
2191170,491.75,1184.5,
2191356,493.25,1184.125,
2191554,490.25,1176,
2191757,489.875,1182.625,
2191983,493,1185,
2192169,491.875,1176.75,
2192366,489.375,1178.875,
2192593,492.75,1185.75,
2192776,493.125,1179,
2192989,489.75,1175,
2193185,490.875,1184.625,
2193382,493.25,1185.125,
2193608,490.5,1176.625,
2193796,489.625,1182.25,
2194010,493.125,1184.875,
2194200,492.5,1177.25,
2194397,489.5,1177.375,
2194600,492.25,1185.875,
2194823,493.25,1182.375,
2195017,490,1175.5,
2195210,490.375,1183.75,
2195413,493.25,1185.625,
2195639,491.25,1177.25,
2195825,489.375,1179.75,
2196022,492.875,1185.375,
2196250,493.125,1178.25,
2196437,489.625,1176.125,
2196631,491.375,1185.375,
2196833,493.125,1184.75,
2197037,490.375,1176,
2197240,489.75,1182,
2197464,493.125,1185.625,
2197656,492.25,1177.875,
2197858,489.375,1178.375,
2198052,492.375,1185.5,
2198282,493.375,1180.75,
2198468,489.75,1175.125,
2198662,490.375,1184.625,
2198890,493.125,1186.25,
2199076,490.875,1176.75,
2199271,489.5,1180.25,
2199495,493,1185.375,
2199689,493,1178.875,
2199880,489.375,1177.125,
2200106,491.625,1185.75,
2200293,493.25,1184,
2200490,490.25,1175.75,
2200716,489.75,1183.375,
2200901,493,1186.75,
2201099,492.125,1178.375,
2201325,489.5,1178.125,
2201513,492.5,1185.5,
2201708,493.375,1182.125,
2201934,489.875,1177,
2202125,490.25,1185.75,
2202319,493.25,1186.375,
2202546,491.125,1176.75,
2202732,489.375,1179.625,
2202927,492.875,1186.875,
2203130,493,1180.375,
2203358,489.625,1177.25,
2203547,491.75,1185.5,
2203739,493.375,1184.25,
2203968,490.25,1177,
2204155,489.75,1184.375,
2204348,493.125,1187.125,
2204572,492.125,1177.875,
2204765,489.5,1177.625,
2204957,492.5,1186.25,
2205161,493.25,1182.5,
2205364,489.75,1177.25,
2205579,490.5,1185.25,
2205776,493.25,1185.625,
2205974,491.125,1177,
2206198,489.5,1181.625,
2206387,492.875,1187.375,
2206582,492.875,1179.5,
2206807,489.625,1176.625,
2207000,491.875,1186,
2207192,493.375,1185.375,
2207419,490.25,1177.875,
2207608,489.875,1184.875,
2207802,493.125,1186.75,
2208027,492.125,1177.75,
2208214,489.5,1179.375,
2208410,492.625,1187.25,
2208614,493.25,1181.625,
2208824,489.75,1177,
2209019,490.875,1185.125,
2209224,493.25,1185.75,
2209433,490.625,1177.75,
2209629,489.5,1183,
2209832,493,1186.75,
2210044,492.75,1178.125,
2210238,489.625,1177.125,
2210441,492.125,1186.5,
2210650,493.25,1185.125,
2210848,490,1177,
2211051,490,1184,
2211261,493.25,1186.125,
2211456,491.875,1177.875,
2211660,489.5,1180,
2211863,492.625,1186.875,
2212073,493.125,1180.25,
2212269,489.75,1176,
2212472,490.875,1185.25,
2212685,493.25,1186.375,
2212878,490.75,1177.5,
2213081,489.375,1181.5,
2213284,493,1185.5,
2213487,492.75,1178.625,
2213721,489.625,1177.25,
2213917,491.875,1186.375,
2214112,493.25,1184.125,
2214311,490.125,1176,
2214503,489.875,1183.375,
2214706,493.125,1186.625,
2214931,492,1178.25,
2215123,489.5,1179,
2215316,492.75,1186.125,
2215518,493.25,1180.25,
2215721,489.875,1176.875,
2215936,490.75,1186.125,
2216137,493.25,1186.75,
2216331,490.75,1177.375,
2216533,489.625,1181.125,
2216737,493,1186.625,
2216973,492.75,1179.5,
2217144,489.375,1178.125,
2217358,492.125,1186.375,
2217550,493.375,1183.375,
2217752,490,1176.5,
2217956,490.25,1185.25,
2218168,493.25,1187.5,
2218362,491.125,1178,
2218566,489.5,1180.25,
2218778,492.75,1186.125,
2218984,493,1180,
2219174,489.625,1178,
2219377,491.625,1186.625,
2219595,493.25,1185,
2219794,490.25,1176.625,
2219987,489.75,1184.125,
2220189,493.125,1187.625,
2220402,492.25,1179,
2220595,489.5,1179.125,
2220798,492.5,1186.25,
2221013,493.25,1181.875,
2221204,489.75,1177.5,
2221408,490.5,1186.375,
2221621,493.25,1186.625,
2221814,490.75,1177.25,
2222017,489.625,1182.125,
2222232,493,1187,
2222424,492.75,1179.875,
2222626,489.375,1177.875,
2222839,492.125,1186.125,
2223033,493.375,1183.625,
2223236,490.125,1176.875,
2223453,489.875,1185,
2223642,493.125,1187.25,
2223845,491.75,1177.5,
2224060,489.375,1178.75,
2224252,492.75,1186.25,
2224454,493.25,1180.75,
2224666,489.625,1177.125,
2224861,490.75,1185.5,
2225064,493.25,1185,
2225278,490.625,1176.5,
2225470,489.5,1182.5,
2225673,493,1187.125,
2225891,492.625,1178.625,
2226079,489.5,1176.875,
2226282,492.25,1185.125,
2226497,493.25,1183.25,
2226688,490,1177.125,
2226892,490.125,1184.75,
2227105,493.125,1186.125,
2227309,491.5,1176.625,
2227515,489.5,1179.5,
2227704,492.875,1186.75,
2227906,493.125,1180.375,
2228126,489.75,1176.5,
2228313,491.5,1184.875,
2228516,493.375,1184.375,
2228730,490.375,1176.625,
2228922,489.625,1183.625,
2229126,493,1186.5,
2229340,492.5,1177.5,
2229532,489.5,1177.25,
2229735,492.5,1185.625,
2229951,493.375,1182.625,
2230141,489.875,1176.75,
2230343,490.375,1184.125,
2230547,493.25,1185.375,
2230763,491.125,1176.625,
2230955,489.5,1180.125,
2231156,492.875,1186.75,
2231359,493,1179.25,
2231572,489.75,1175.875,
2231765,491.5,1185,
2231969,493.25,1185.5,
2232183,490.5,1177.25,
2232374,489.625,1183.25,
2232577,493.125,1185.875,
2232781,492.5,1177.125,
2232996,489.5,1177.625,
2233187,492.375,1186.5,
2233390,493.375,1182.625,
2233606,489.875,1176,
2233796,490.25,1183.5,
2233998,493.25,1185.75,
2234214,491.5,1177.625,
2234406,489.5,1179.25,
2234607,492.75,1185.75,
2234811,493.25,1178.875,
2235029,489.75,1175.75,
2235217,491,1185.25,
2235420,493.25,1185.5,
2235638,490.5,1176.375,
2235826,489.625,1181.5,
2236029,493,1185.25,
2236247,492.875,1178.125,
2236436,489.625,1176.875,
2236639,492,1185.5,
2236860,493.25,1183.625,
2237045,490.125,1175.25,
2237248,489.875,1182.875,
2237466,493.125,1186.125,
2237657,492.125,1177.5,
2237857,489.5,1177.375,
2238081,492.5,1184.875,
2238263,493.25,1180.25,
2238467,489.875,1175.875,
2238670,490.375,1184.875,
2238873,493.125,1185.375,
2239092,491,1175.875,
2239282,489.5,1179.125,
2239482,492.875,1185.375,
2239685,493,1179.75,
2239908,489.625,1176.375,
2240108,491.25,1184.375,
2240296,493.375,1184.125,
2240500,490.625,1176.25,
2240719,489.625,1182.5,
2240905,493,1186.75,
2241108,492.75,1178.375,
2241310,489.625,1176.375,
2241513,492,1185.125,
2241732,493.375,1184.25,
2241919,490.125,1177.25,
2242122,489.875,1183.75,
2242328,493.125,1186,
2242528,492.375,1177.375,
2242748,489.5,1178.375,
2242938,492.5,1187,
2243137,493.375,1182.75,
2243340,490,1176.5,
2243563,490.25,1184.125,
2243750,493.25,1186.5,
2243950,491.75,1178.25,
2244168,489.5,1179,
2244376,492.625,1186,
2244574,493.25,1180.125,
2244783,489.75,1176.25,
2244965,490.625,1185.75,
2245168,493.25,1186.5,
2245387,490.75,1177,
2245577,489.625,1181.5,
2245777,493,1185.875,
2245980,492.75,1178.5,
2246183,489.5,1177.875,
2246401,492,1186.125,
2246590,493.375,1183.875,
2246793,490.25,1175.625,
2247013,489.875,1183.25,
2247203,493.125,1186.75,
2247401,492.5,1178.625,
2247623,489.5,1177.25,
2247811,492.25,1185.125,
2248011,493.375,1183.125,
2248230,490,1176.875,
2248420,490.125,1185,
2248621,493.25,1186.25,
2248840,491.875,1176.875,
2249027,489.5,1178,
2249229,492.625,1186.375,
2249450,493.375,1182.625,
2249641,489.875,1176.5,
2249838,490.25,1184.125,
2250060,493.25,1185.625,
2250249,491.75,1177.375,
2250452,489.5,1179.625,
2250651,492.75,1186.5,
2250872,493.25,1179.5,
2251060,489.75,1175.625,
2251260,491,1184.75,
2251481,493.25,1185.875,
2251673,490.75,1177.25,
2251869,489.5,1180.875,
2252090,492.875,1185.375,
2252278,493,1178.375,
2252478,489.625,1176.625,
2252704,491.75,1185.875,
2252887,493.25,1184.375,
2253088,490.375,1175.75,
2253312,489.75,1182.125,
2253499,493.125,1186.125,
2253697,492.5,1178.375,
2253917,489.5,1177.375,
2254104,492.25,1185.125,
2254306,493.25,1182.5,
2254509,489.875,1175.75,
2254734,489.875,1184.125,
2254921,493.125,1186.5,
2255119,491.875,1177,
2255343,489.5,1177.375,
2255532,492.5,1185.5,
2255728,493.25,1182,
2255955,489.875,1176.625,
2256135,490.25,1184.375,
2256337,493.25,1185.5,
2256563,491.75,1176.75,
2256745,489.5,1178.625,
2256946,492.625,1186.625,
2257170,493.25,1180.75,
2257371,489.75,1175.875,
2257564,490.625,1184.25,
2257762,493.25,1186,
2257962,491.125,1177.625,
2258184,489.5,1180,
2258371,492.75,1185.875,
2258571,493.375,1179.875,
2258774,489.75,1176.25,
2258997,490.75,1185.625,
2259191,493.25,1186.5,
2259389,490.875,1177,
2259587,489.5,1180.125,
2259789,492.875,1185.5,
2260011,493.125,1179.875,
2260201,489.75,1177.125,
2260399,491.125,1185.375,
2260620,493.375,1185,
2260808,490.75,1176.25,
2261008,489.625,1181,
2261233,492.875,1186.75,
2261422,493,1179.375,
2261618,489.75,1176.125,
2261841,491.25,1184.5,
2262025,493.375,1185.125,
2262226,490.625,1177.25,
2262449,489.625,1182,
2262637,493,1185.875,
2262836,492.875,1178.125,
2263057,489.625,1176.125,
2263247,491.75,1185.75,
2263445,493.375,1185.375,
2263670,490.5,1176.5,
2263855,489.625,1181.75,
2264054,493.125,1185.75,
2264276,492.875,1178.625,
2264465,489.625,1176.875,
2264663,491.5,1185.375,
2264886,493.25,1184.5,
2265076,490.625,1175.875,
2265273,489.75,1182.125,
2265498,493,1186.5,
2265683,492.75,1178.625,
2265882,489.5,1176.5,
2266107,492,1184.75,
2266295,493.375,1184,
2266492,490.375,1176.875,
2266714,489.75,1183.625,
2266903,493,1186.25,
2267100,492.5,1177.625,
2267324,489.5,1176.75,
2267511,492.25,1185.875,
2267710,493.375,1184.625,
2267934,490.125,1176.5,
2268124,489.75,1183.125,
2268318,493.125,1185.875,
2268545,492.5,1177.875,
2268734,489.5,1178.125,
2268928,492.25,1186.625,
2269152,493.25,1184.125,
2269342,490.25,1176.125,
2269537,489.875,1183.625,
2269762,493.125,1186.875,
2269968,492.5,1179.125,
2270155,489.5,1178.25,
2270349,492.375,1186,
2270572,493.375,1183.5,
2270761,490,1177,
2270959,490,1185.125,
2271183,493.125,1187.25,
2271372,492.25,1177.875,
2271568,489.625,1178.125,
2271793,492.5,1186.25,
2271980,493.25,1183.875,
2272178,490,1177.625,
2272381,490.125,1184.875,
2272591,493.25,1186.125,
2272786,491.75,1177.25,
2273012,489.5,1179.5,
2273205,492.5,1187.125,
2273404,493.25,1182.375,
2273599,489.875,1176.5,
2273825,490.375,1184.625,
2274016,493.125,1187,
2274208,491.25,1178.375,
2274411,489.5,1180.25,
2274637,492.625,1186.375,
2274825,493.125,1180.25,
2275020,489.875,1177,
2275244,490.625,1186.125,
2275437,493.25,1187.25,
2275629,490.875,1177.75,
2275855,489.5,1179.875,
2276046,492.875,1186.625,
2276240,493.125,1181.25,
2276465,489.75,1178.25,
2276654,490.75,1186.5,
2276847,493.125,1186.75,
2277073,491.125,1177.625,
2277260,489.5,1181.125,
2277458,492.875,1188.125,
2277686,493.125,1181.625,
2277871,489.625,1177.625,
2278067,491,1186,
2278294,493.25,1186.75,
2278487,490.875,1178.75,
2278676,489.5,1182.375,
2278879,492.75,1187.375,
2279106,493.125,1180.375,
2279307,489.625,1177.375,
2279496,491.25,1187,
2279706,493.25,1187.375,
2279903,490.5,1178.5,
2280097,489.625,1182.5,
2280300,493,1186.75,
2280513,492.875,1180.625,
2280706,489.625,1178.625,
2280910,491.625,1187.25,
2281114,493.125,1186.125,
2281317,490.5,1177.125,
2281542,489.625,1183.5,
2281723,493,1187.5,
2281926,492.5,1179.875,
2282139,489.5,1178.25,
2282331,492.125,1186.25,
2282535,493.375,1184.375,
2282738,490.125,1177.375,
2282964,489.75,1184.5,
2283157,493,1187.5,
2283347,492.625,1179,
2283550,489.5,1177.625,
2283753,492.125,1186.5,
2283964,493.25,1185.5,
2284160,490.125,1178,
2284362,489.875,1184.25,
2284575,493,1186.375,
2284769,492.5,1178.375,
2284971,489.5,1178.75,
2285175,492.25,1187.375,
2285391,493.25,1184.5,
2285580,490.125,1177.125,
2285784,490,1184.25,
2285995,493.125,1187.625,
2286189,492.125,1179.5,
2286393,489.375,1180,
2286596,492.625,1187.125,
2286810,493.25,1182,
2287003,489.875,1177.5,
2287206,490.375,1186.25,
2287418,493.25,1187.75,
2287612,491.125,1178.375,
2287814,489.5,1180.25,
2288028,492.875,1186.5,
2288221,493.125,1180.875,
2288423,489.75,1178,
2288639,491.125,1186.625,
2288839,493.25,1186,
2289033,490.75,1177,
2289236,489.625,1182.25,
2289453,492.875,1187.375,
2289642,493,1180.5,
2289845,489.625,1177.375,
2290059,491.5,1185.75,
2290250,493.375,1185.125,
2290454,490.375,1177.5,
2290673,489.75,1184.25,
2290860,493,1187.25,
2291063,492.5,1178,
2291280,489.5,1177.375,
2291469,492.25,1186.25,
2291672,493.25,1184.25,
2291887,489.875,1177.25,
2292079,490,1184.625,
2292281,493.125,1186,
2292499,491.75,1177.125,
2292687,489.5,1178.875,
2292891,492.5,1186.875,
2293108,493.25,1181.375,
2293297,489.75,1176.375,
2293500,490.625,1184.625,
2293717,493.25,1185.75,
2293905,490.75,1177.75,
2294108,489.5,1181.75,
2294328,492.75,1186.625,
2294514,492.875,1178.625,
2294717,489.5,1176.5,
2294934,491.5,1186,
2295124,493.125,1186,
2295328,490.375,1177.375,
2295544,489.625,1183.125,
2295733,493,1185.875,
2295936,492.5,1178.375,
2296152,489.375,1177.875,
2296342,492.125,1186.75,
2296546,493.375,1183.875,
2296764,490.125,1175.875,
2296951,490,1183.75,
2297155,493.125,1186.875,
2297368,492.25,1178.75,
2297561,489.5,1178.375,
2297764,492.375,1185.625,
2297967,493.375,1182.5,
2298189,489.875,1176.625,
2298372,490.125,1185.125,
2298577,493.25,1186.75,
2298793,491.625,1176.875,
2298983,489.5,1178.25,
2299185,492.625,1185.625,
2299404,493.25,1181.125,
2299591,489.75,1177,
2299794,490.375,1184.625,
2299997,493.25,1185.625,
2300214,491.25,1176.375,
2300405,489.5,1179.625,
2300608,492.875,1186.375,
2300810,493.125,1180.25,
2301030,489.75,1175.75,
2301216,490.75,1184,
2301419,493.25,1185,
2301637,490.875,1176.75,
2301842,489.5,1180.375,
2302047,492.75,1185.75,
2302232,493,1178.375,
